screen_name,user_id,created_at,status_id,text,retweet_count,favorite_count,is_quote_status,quote_status_id,is_retweet,retweet_status_id,in_reply_to_status_status_id,in_reply_to_status_user_id,in_reply_to_status_screen_name,lang,source,media_id,media_url,media_url_expanded,urls,urls_display,urls_expanded,mentions_screen_name,mentions_user_id,symbols,hashtags,coordinates,place_id,place_type,place_name,place_full_name,country_code,country,bounding_box_coordinates,bounding_box_type
mayoredlee,234489403,2017-11-08T18:49:21Z,928333638525005824,"40 years ago today, #HarveyMilk was elected to the @SFBOS, showing us that 'Hope will never be silent'. #SF will al… https://t.co/Vz0TtyJBXr",176,377,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/928333638525005824,sfbos,16887428,NA,HarveyMilk SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-08T18:07:32Z,928323115951591424,"Luis transitioned from #SF streets into his own home due to the Moving On Initiative. 
https://t.co/RzuWupitDV https://t.co/4jLfJf5J3c",0,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,928322602107465728,http://pbs.twimg.com/media/DOIQfPeU8AAOj0v.jpg,https://twitter.com/mayoredlee/status/928323115951591425/photo/1,NA,sfchronicle.com/bayarea/articl…,http://www.sfchronicle.com/bayarea/article/Moving-On-s-big-SF-win-56-year-old-moves-11256709.php#photo-13124891,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-08T03:59:47Z,928109772280250368,Making #SF streets safer with designated pick up and drops off spots is the goal behind our pilot program with… https://t.co/8ZkofS61NW,10,26,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/928109772280250368,NA,NA,NA,SF,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-08T02:24:20Z,928085749815058432,"We're celebrating the #SF Native American community. Tonight, we recognize our Native American leaders, from our po… https://t.co/j80wwfHNbM",19,63,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/928085749815058432,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-08T01:06:35Z,928066184976637952,The @ChaseCenter has created thousands of construction jobs since its groundbreaking and will create 3000 more perm… https://t.co/ZTsK0zu2WR,37,206,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/928066184976637952,ChaseCenter,4836530927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-07T23:25:39Z,928040783973715968,75 years ago Japanese Americans were targeted by discriminatory laws. Now it is Muslim Americans. Discriminatory la… https://t.co/QEfyXItXq1,20,37,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/928040783973715968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-07T21:23:13Z,928009972360851456,We're launching a ride share pilot program to make #SF streets safer for pedestrians &amp; cyclists and reduce congesti… https://t.co/oVtmWpVdv4,12,20,TRUE,927989591226793984,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/928009972360851458,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-07T19:32:59Z,927982232173604864,.@MichelleObama thank you for being such an inspiration to us all. Your work continues to break barriers and empowe… https://t.co/ypZq5dBGVt,11,41,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/927982232173604864,MichelleObama,409486555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-07T17:09:48Z,927946198299811840,"One homeless family in #SF is one too many. Through the Heading Home Campaign, we are moving families off the stree… https://t.co/LP8h3xomLQ",5,12,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/927946198299811840,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-07T00:06:22Z,927688642721546240,"When cities such as #SF take #climateaction, we improve the well being of our residents AND grow our economy. 
https://t.co/Yk2mgIsQ3C",2,4,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,medium.com/@mayoredlee/pr…,https://medium.com/@mayoredlee/protecting-the-environment-and-growing-the-economy-go-hand-in-hand-2549361c7f03,NA,NA,NA,SF climateaction,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-06T21:13:22Z,927645105992876032,"Welcome to #SF, @CoveredCA bus! 37K+ San Franciscans receive quality affordable healthcare from #CoveredCA… https://t.co/OFbQlGh0mA",7,19,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/927645105992876032,CoveredCA,915514734,NA,SF CoveredCA,NA,07d9ceb177485000,poi,HealthRight360,HealthRight360,US,United States,-122.420100358242 -122.420100358242 -122.420100358242 -122.420100358242 37.7693772569964 37.7693772569964 37.7693772569964 37.7693772569964,Polygon
mayoredlee,234489403,2017-11-06T19:55:42Z,927625559743463424,How many more innocent lives must be lost before we take action on #guncontrol? #NowIsTheTime,1,17,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,NA,NA,NA,guncontrol NowIsTheTime,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-06T17:03:54Z,927582325197570048,Join us in urging Congress to keep their promise to #protectDREAMers. We can not continue to wait for action to be… https://t.co/8WOxzCzUpQ,19,46,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/927582325197570048,NA,NA,NA,protectDREAMers,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-06T01:25:55Z,927346274923196416,Open enrollment for @CoveredCA goes until 1/31/18. Don't delay! Just a few clicks can protect your health!… https://t.co/P7hmoBF6vz,1,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/927346274923196417,CoveredCA,915514734,NA,NA,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-05T21:59:59Z,927294450195341312,How many lives have to be lost for Congress to address our dire need for gun law reforms? We owe it all those affected by #gunviolence.,15,39,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,gunviolence,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-05T21:57:16Z,927293766821543936,Our hearts are with Sutherland Springs as we mourn the lives cut short today by this cowardly and horrific attack.,11,32,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-05T17:15:59Z,927222977883602944,Supporting small biz like Auntie April's in the Bayview adds to #SF's delicious culinary flair &amp;  helps boost our l… https://t.co/jNRdecFTeF,14,35,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/927222977883602944,NA,NA,NA,SF,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-05T02:24:16Z,926998570661691392,Tell congress it's time to stand up for the 800K #DREAMers who've given so much to our country. This is their home.… https://t.co/xMksDihLBI,6,17,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926998570661691392,NA,NA,NA,DREAMers,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-04T20:29:49Z,926909370314637312,Affordable citywide broadband will remove a huge cost hurdle many face. We are working to keep the internet open &amp;… https://t.co/ffJVwVQ6ms,13,26,TRUE,923867843816542208,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926909370314637312,NA,NA,NA,NA,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-04T17:13:59Z,926860087762698240,Everyone deserves a place to call home. We are creating more housing so residents of all incomes can live in #SF. https://t.co/TZrGBNjRC6,4,17,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,medium.com/@mayoredlee/ma…,https://medium.com/@mayoredlee/making-a-more-affordable-san-francisco-f1ff3bae0d86?source=linkShare-c6d64ecd4649-1509815624,NA,NA,NA,SF,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-04T00:43:47Z,926610895295221760,#SF &amp; other US cities are fighting against hateful practices targeting #LGBTQ members. No business should have the… https://t.co/QF6ODayU0b,7,14,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926610895295221761,NA,NA,NA,SF LGBTQ,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-03T22:49:36Z,926582160252796928,The Admin may have selective memory about the realities of #climatechange but federal scientists have set the recor… https://t.co/Ggq9vuWNKO,12,35,TRUE,926520393795596288,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926582160252796928,NA,NA,NA,climatechange,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-03T21:19:53Z,926559581605576704,Congress must act now to #ProtectDreamers. We can not let the Admin play politics with the future of DREAMers. https://t.co/JOkiaQ34Dr,6,13,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,926558637887123456,http://pbs.twimg.com/media/DNvMLArU8AAgRDI.jpg,https://twitter.com/mayoredlee/status/926559581605576704/photo/1,NA,NA,NA,NA,NA,NA,ProtectDreamers,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-03T19:51:03Z,926537224123924480,"Same-sex marriage, universal healthcare, 7 straight balanced budgets w/out laying off a teacher, cop or firefighter… https://t.co/NWzeQz2b4N",10,42,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926537224123924480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-03T17:10:41Z,926496868292476928,"With rain ☔️ in the forecast, make sure to clean up leaves and debris from your storm drains to prevent flooding. https://t.co/H9qvHkdwra",20,22,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,926496324685414400,http://pbs.twimg.com/media/DNuTf56UQAA8G8i.jpg,https://twitter.com/mayoredlee/status/926496868292476928/photo/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-03T04:09:22Z,926300242093391872,"Honored to host Taoiseach @campaignforleo this evening &amp; further discuss our shared values on immigration, marriage… https://t.co/Hy1qpXihjX",11,36,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926300242093391873,campaignforleo,229466877,NA,NA,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-02T20:57:19Z,926191515709214720,We can't wait any longer for a solution to protect #Dreamers. DACA has ended &amp; Congress must act now! #DreamActNow… https://t.co/2H17oONZge,12,27,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926191515709214720,NA,NA,NA,Dreamers DreamActNow,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-02T19:11:47Z,926164955438579712,The new state-of-the-art medical examiner building is a major milestone in #SF's efforts to build a more resilient… https://t.co/KXsjJ0OECA,10,28,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926164955438579712,NA,NA,NA,SF,NA,2319e4e34315f3a7,neighborhood,Bayview,"Bayview, San Francisco",US,United States,-122.407081 -122.367541 -122.367541 -122.407081 37.708262 37.708262 37.7531889 37.7531889,Polygon
mayoredlee,234489403,2017-11-02T18:03:01Z,926147650495299584,Congrats @KRON4GRadnich on 25 years on air with @KNBR - as most of your listeners already know That's Good Knowledg… https://t.co/3EnmP0NeRv,1,8,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926147650495299584,KRON4GRadnich KNBR,90523744 17469283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-02T16:23:40Z,926122648710430720,To combat homelessness #SF has created a Nav Center model that transitions people out of tents &amp; connects them with… https://t.co/RPsX9vqNZX,3,12,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/926122648710430720,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-02T05:17:50Z,925955085229703168,Enjoyed some tasty Sichuan cuisine prepared by world-class chefs at the Chendgu Food and Culture Festival! https://t.co/FpaiRtpunW,3,10,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,925955074899111936,http://pbs.twimg.com/media/DNmnPBVU8AAYqd0.jpg,https://twitter.com/mayoredlee/status/925955085229703168/photo/1,NA,NA,NA,NA,NA,NA,NA,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-02T01:20:55Z,925895464557277184,Celebrating our loved ones who have come before us &amp; made the world a better place through their sacrifice &amp; commit… https://t.co/7UYVlRn7je,10,47,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/925895464557277184,NA,NA,NA,NA,NA,5a110d312052166f,city,San Francisco,"San Francisco, CA",US,United States,-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238,Polygon
mayoredlee,234489403,2017-11-01T22:30:02Z,925852457799901184,"Had a great discussion w/@sliccardo &amp; other leaders about immigration, diversity &amp; innovation at the #AnnualLunchSV… https://t.co/rR3o2RveZF",8,25,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/925852457799901184,sliccardo,61822673,NA,AnnualLunchSV,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-01T22:15:14Z,925848732892987392,Fighting for #DREAMers means protecting the values our nation was founded on; where immigrants can have a chance at… https://t.co/eb3c9MVmwk,3,9,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/925848732892987392,NA,NA,NA,DREAMers,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-01T18:42:28Z,925795188831744000,"An 🍎 a day may keep the doctor away, 
but don't forget enrollment with @CoveredCA begins today. 
#GetCovered… https://t.co/rYJpZWSzx0",17,19,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/925795188831744000,CoveredCA,915514734,NA,GetCovered,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-11-01T15:46:42Z,925750957731758080,"Grateful for the first responders and public safety officials who bravely work to protect us every day. 
https://t.co/L4KOzt5q2w",6,19,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,medium.com/@mayoredlee/a-…,https://medium.com/@mayoredlee/a-thank-you-to-our-citys-first-responders-13f5a824d2bb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-31T22:18:05Z,925487065973776384,Hate has no place in our country. Our thoughts are with #Manhattan and all those affected by this terrible act.,23,65,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-31T18:49:16Z,925434515400531968,One more friendly reminder--open enrollment through @CoveredCA begins on Nov 1st. #GetCovered https://t.co/TYicrH5MAP,11,15,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,925434193986838528,http://pbs.twimg.com/media/DNfNfwuV4AAD33Y.jpg,https://twitter.com/mayoredlee/status/925434515400531968/photo/1,NA,NA,NA,CoveredCA,915514734,NA,GetCovered,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-31T17:18:35Z,925411690983841792,Happy Halloween! Be extra cautious on our shared streets tonight w/all our little superheroes &amp; spooky skeletons tr… https://t.co/Okmy5qwdfp,15,30,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/925411690983841792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-31T15:56:18Z,925390986330587136,Addressing the complex issue of homelessness requires a multifaceted approach. We're using common sense &amp; compassion https://t.co/gU2QsyHfTW,7,19,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,medium.com/@mayoredlee/sa…,https://medium.com/@mayoredlee/san-francisco-a-multifaceted-policy-88e9f2f17f71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-31T01:06:11Z,925166980218241024,Celebrating Filipino American History Month in City Hall! Mabuhay! https://t.co/tx3luT6LJ8,3,27,FALSE,NA,FALSE,NA,NA,NA,NA,tl,Twitter for iPhone,925166969929703424,http://pbs.twimg.com/media/DNbadRiVoAAwN6z.jpg,https://twitter.com/mayoredlee/status/925166980218241024/photo/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-30T22:27:58Z,925127165523324928,Costs should not be a barrier to using the internet. We're working toward equitable and open access in #SF. https://t.co/e99DabeasT,12,29,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,sfgate.com/bayarea/articl…,http://www.sfgate.com/bayarea/article/San-Francisco-moving-closer-to-building-a-12285688.php,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-30T19:49:00Z,925087159538741248,"We are taking an innovative approach to improving housing in #SF for our longtime residents and families.
https://t.co/oulYOtx5U8",3,6,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,medium.com/@mayoredlee/pr…,https://medium.com/@mayoredlee/preserving-affordable-housing-and-maintaining-our-communities-214fae40437e,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-30T17:55:07Z,925058499398189056,Please help our friends in the North Bay rebuild their communities as they recover from the #NorthBayFires. https://t.co/gY1AVVRh7T,3,4,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,bandtogetherbayarea.org,https://www.bandtogetherbayarea.org/,NA,NA,NA,NorthBayFires,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayoredlee,234489403,2017-10-30T16:34:53Z,925038309402820608,Our nation is great because of our immigrant communities. We must fight for our #Dreamers pursuing a better life. https://t.co/I0psmk4NZS,5,10,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,925037784951164928,http://pbs.twimg.com/media/DNZk9t_UEAAhQgl.jpg,https://twitter.com/mayoredlee/status/925038309402820608/photo/1,NA,NA,NA,NA,NA,NA,Dreamers,NA,NA,NA,NA,NA,NA,NA,NA,NA
